gender,order,match,sim_int_pct,samerace,age_partner,race_partner,pf_o_att,pref_sincerity,Pref_intell,pref_fun,pref_ambiton,pref_shared_int,dec_partner,overall_attr_partner,sinc_of_partner,intel_of_partner,fun_of_partner,amb_of_partner,shar_of_partner,likeness_partner,partner_says_yes,met_before,age_subject,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy_frm_spddting
1,3,1,0.66,0,25,6,20,20,20,20,10,10,1,8,8,10,10,10,10,9,8,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,9,1,0.79,0,35,3,10,32,20,12,11,15,1,8,7,8,8,8,7,7,4,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,10,0,0.67,0,32,3,30,30,30,5,0,5,1,7,5,6,7,5,7,7,5,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,17,0,0.5,1,30,2,20,25,15,15,15,10,1,8,7,7,6,6,5,7,6,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,4,0,0.8,1,22,2,15,20,20,20,5,20,1,7,6,6,5,5,5,6,5,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,6,1,0.24,1,23,2,15,15,20,15,15,20,1,8,8,7,7,8,7,6,8,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,5,0,0.08,1,23,2,15,15,20,15,20,15,1,8,10,10,8,10,8,10,8,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,18,1,0.64,1,27,2,25,15,20,20,20,0,1,9,9,9,9,9,9,9,10,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,1,0,0.02,0,23,4,15,21,18,18,10,18,1,7,8,7,6,5,4,7,4,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,8,1,0.6,0,25,6,15,3,50,20,2,10,1,8,7,8,8,8,,8,6,1,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,14,1,0.59,1,29,2,10,20,20,20,20,10,1,10,10,9,10,9,9,9,9,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,15,0,0.37,1,29,2,14,20,18,24,18,6,1,7,6,7,7,7,6,7,,2,28,1,Undeclared,0,0,2,1,1,"55,419.00",3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8
1,15,0,0.51,0,34,2,10,10,30,20,10,20,0,1,10,,,,,1,1,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,2,0,0.45,0,22,2,15,20,20,20,15,10,0,4,6,6,4,,,4,7,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,8,0,0.38,0,23,3,10,25,20,10,20,15,0,2,9,9,4,,,5,1,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,7,0,0.56,0,26,4,10,20,15,20,20,15,0,4,6,6,6,6,4,5,5,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,6,0,0.54,0,27,4,10,20,20,10,20,20,0,6,8,8,7,8,7,7,7,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,11,0,0.65,0,28,2,10,10,20,20,20,20,0,3,8,8,6,7,5,7,8,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,16,0,0.43,1,25,6,20,20,20,20,10,10,1,5,10,10,9,10,8,9,8,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,4,0,0.58,0,35,3,10,32,20,12,11,15,0,4,8,7,4,5,3,4,2,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,5,0,0.62,0,32,3,30,30,30,5,0,5,0,2,5,7,4,7,5,3,4,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,12,0,0.32,0,30,2,20,25,15,15,15,10,0,5,8,8,5,8,3,7,6,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,17,1,0.32,0,22,2,15,20,20,20,5,20,1,7,6,6,5,5,5,6,5,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,1,0,0.38,0,23,2,15,15,20,15,15,20,0,3,10,9,5,9,5,4,9,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,18,0,0.54,0,23,2,15,15,20,15,20,15,0,4,10,10,6,10,9,7,8,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,13,0,0.13,0,27,2,25,15,20,20,20,0,1,8,9,10,10,9,9,10,10,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,14,0,0.31,0,23,4,15,21,18,18,10,18,1,5,8,8,6,7,4,6,1,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,3,0,0.43,1,25,6,15,3,50,20,2,10,0,6,7,8,7,7,,6,2,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,9,0,0.54,0,29,2,10,20,20,20,20,10,0,6,8,9,4,9,5,6,6,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,10,1,0.17,0,29,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7.5,6,2,30,8,Undeclared,0,0,6,8,9,0,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5
1,18,0,0.15,0,34,2,10,10,30,20,10,20,0,1,10,5,,,,2,2,,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,5,0,-0.21,0,22,2,15,20,20,20,15,10,0,3,5,6,3,,2,3,6,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,11,0,-0.13,0,23,3,10,25,20,10,20,15,0,2,9,9,2,9,2,5,2,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,10,0,0.35,1,26,4,10,20,15,20,20,15,0,4,6,6,5,5,5,5,5,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,9,0,-0.35,1,27,4,10,20,20,10,20,20,0,6,8,7,6,8,6,7,8,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,14,0,0.04,0,28,2,10,10,20,20,20,20,0,3,8,9,2,9,2,4,3,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,1,0,0.19,0,25,6,20,20,20,20,10,10,0,5,10,10,8,8,7,9,8,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,7,0,0.17,0,35,3,10,32,20,12,11,15,0,5,8,8,7,8,6,7,3,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,8,0,0.17,0,32,3,30,30,30,5,0,5,0,3,7,7,2,2,5,4,5,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,15,0,0.18,0,30,2,20,25,15,15,15,10,0,4,7,9,4,8,3,3,4,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,2,0,-0.13,0,22,2,15,20,20,20,5,20,0,6,7,7,5,7,4,6,6,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,4,0,-0.16,0,23,2,15,15,20,15,15,20,0,1,3,4,2,4,1,1,7,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,3,0,-0.46,0,23,2,15,15,20,15,20,15,0,3,10,10,3,10,2,3,4,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,16,0,0.31,0,27,2,25,15,20,20,20,0,0,5,9,8,6,6,6,5,5,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,17,0,0.08,1,23,4,15,21,18,18,10,18,0,4,8,8,4,5,4,4,1,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,6,0,-0.19,0,25,6,15,3,50,20,2,10,0,4,7,8,5,7,4,4,2,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,12,0,0.16,0,29,2,10,20,20,20,20,10,0,6,9,10,8,9,8,7,9,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,13,0,0.05,0,29,2,14,20,18,24,18,6,0,7,6,7,6,7,6,6.5,6,2,22,8,Undeclared,0,0,4,3,2,0,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7
1,4,0,0.02,1,34,2,10,10,30,20,10,20,0,1,,8,1,,3,2,2,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,9,0,0,1,22,2,15,20,20,20,15,10,1,6,7,6,7,4,6,7,6,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,15,0,0.07,0,23,3,10,25,20,10,20,15,0,3,8,8,,,8,8,2,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,14,0,-0.15,0,26,4,10,20,15,20,20,15,0,2,2,2,2,2,2,2,2,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,13,1,0.06,0,27,4,10,20,20,10,20,20,1,8,8,8,8,8,9,9,8,1,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,18,0,0.11,1,28,2,10,10,20,20,20,20,0,2,8,10,1,7,1,2,5,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,5,0,-0.01,0,25,6,20,20,20,20,10,10,0,4,10,9,6,8,6,7,8,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,11,0,-0.18,0,35,3,10,32,20,12,11,15,0,5,7,8,6,7,4,6,3,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,12,0,0.1,0,32,3,30,30,30,5,0,5,0,4,5,6,3,7,3,4,3,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,1,0,-0.08,1,30,2,20,25,15,15,15,10,0,5,8,8,6,5,3,5,5,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,6,0,-0.28,1,22,2,15,20,20,20,5,20,0,5,8,6,5,5,4,6,4,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,8,0,0.42,1,23,2,15,15,20,15,15,20,0,2,3,4,5,4,2,1,7,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,7,0,0.26,1,23,2,15,15,20,15,20,15,0,2,10,10,1,10,1,2,4,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,2,0,-0.35,1,27,2,25,15,20,20,20,0,0,6,10,9,6,7,5,5,5,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,3,0,0.22,0,23,4,15,21,18,18,10,18,0,5,7,6,5,6,5,5,4,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,10,0,-0.21,0,25,6,15,3,50,20,2,10,0,4,6,7,6,5,3,5,2,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,16,0,0.12,1,29,2,10,20,20,20,20,10,0,4,8,9,7,8,6,7,5,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,17,0,-0.15,1,29,2,14,20,18,24,18,6,0,6,7,7,6,7,6,6.5,6,2,32,10,Undeclared,0,0,2,2,6,0,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6
1,1,0,-0.05,1,34,2,10,10,30,20,10,20,0,6,,5,,10,,2,2,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,6,0,0.15,1,22,2,15,20,20,20,15,10,1,9,7,7,10,8,7,8,5,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,12,0,0.21,0,23,3,10,25,20,10,20,15,1,5,9,9,,,,7,2,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,11,0,-0.18,0,26,4,10,20,15,20,20,15,0,5,5,5,5,5,5,5,5,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,10,0,0.38,0,27,4,10,20,20,10,20,20,1,7,8,8,8,8,8,7,7,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,15,0,0.2,1,28,2,10,10,20,20,20,20,0,4,9,8,6,7,6,7,8,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,2,0,0.06,0,25,6,20,20,20,20,10,10,0,6,8,8,8,9,7,7,7,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,8,0,0,0,35,3,10,32,20,12,11,15,0,7,8,8,8,8,8,7,4,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,9,0,0.1,0,32,3,30,30,30,5,0,5,0,5,5,5,5,5,5,4,6,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,16,0,0.12,1,30,2,20,25,15,15,15,10,0,8,7,7,6,6,3,6,6,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,3,0,0.13,1,22,2,15,20,20,20,5,20,0,7,6,6,5,5,3,5,4,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,5,0,0.62,1,23,2,15,15,20,15,15,20,0,3,5,6,4,7,1,2,6,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,4,0,0.34,1,23,2,15,15,20,15,20,15,0,6,7,7,6,10,3,4,7,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,17,0,-0.19,1,27,2,25,15,20,20,20,0,0,8,9,8,7,8,5,8,5,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,18,0,-0.05,0,23,4,15,21,18,18,10,18,0,4,8,5,6,4,4,4,0,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,7,1,0.12,0,25,6,15,3,50,20,2,10,1,7,7,8,7,7,,7,3,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,13,0,0.2,1,29,2,10,20,20,20,20,10,0,8,7,8,5,8,5,5,3,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,14,0,-0.06,1,29,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7,6,2,26,8,Undeclared,0,0,2,8,9,"55,550.00",2,4,1,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6
1,10,0,0.19,1,34,2,10,10,30,20,10,20,0,2,3,5,5,,,2,2,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,15,0,0.63,1,22,2,15,20,20,20,15,10,0,6,6,5,5,5,6,4,3,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,3,0,0.59,0,23,3,10,25,20,10,20,15,0,9,5,9,9,9,5,7,1,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,2,1,0.42,0,26,4,10,20,15,20,20,15,1,,6,7,8,6,7,7,6,5,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,1,0,-0.12,0,27,4,10,20,20,10,20,20,1,8,8,8,6,8,7,7,7,1,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,6,1,0.53,1,28,2,10,10,20,20,20,20,1,6,8,8,8,4,7,8,8,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,11,0,0.52,0,25,6,20,20,20,20,10,10,0,8,9,9,7,8,7,8,7,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,17,0,0.51,0,35,3,10,32,20,12,11,15,0,7,8,8,6,6,6,3,3,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,18,0,0.68,0,32,3,30,30,30,5,0,5,0,6,2,5,5,5,2,4,0,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,7,0,0.56,1,30,2,20,25,15,15,15,10,1,7,7,8,7,9,5,7,5,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,12,1,0.14,1,22,2,15,20,20,20,5,20,1,9,8,7,8,5,7,8,5,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,14,0,0.59,1,23,2,15,15,20,15,15,20,0,2,3,4,5,5,2,2,5,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,13,0,0.08,1,23,2,15,15,20,15,20,15,0,6,9,10,5,8,3,6,7,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,8,1,0.56,1,27,2,25,15,20,20,20,0,1,9,9,9,8,8,7,9,5,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,9,0,0.05,0,23,4,15,21,18,18,10,18,1,10,10,10,10,10,7,8,0,1,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,16,0,0.33,0,25,6,15,3,50,20,2,10,1,7,7,7,7,7,,7,2,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,4,0,0.8,1,29,2,10,20,20,20,20,10,0,8,8,8,7,8,7,6,5,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,5,1,0.45,1,29,2,14,20,18,24,18,6,1,8,8,7,8,8,8,8,6,2,27,10,Undeclared,0,0,2,6,8,"26,682.00",2,5,3,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8
1,13,1,0.02,0,34,2,10,10,30,20,10,20,1,5,7,8,8,,,5,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,18,1,-0.28,0,22,2,15,20,20,20,15,10,1,7,7,8,10,9,8,9,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,6,0,-0.2,0,23,3,10,25,20,10,20,15,1,7,9,9,7,9,7,7,1,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,5,0,0.03,0,26,4,10,20,15,20,20,15,1,6,6,6,6,6,6,6,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,4,1,0.31,0,27,4,10,20,20,10,20,20,1,8,8,9,9,8,8,9,8,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,9,0,-0.02,0,28,2,10,10,20,20,20,20,0,9,9,9,8,2,7,7,7,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,14,1,-0.08,0,25,6,20,20,20,20,10,10,1,7,9,9,10,9,8,9,8,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,2,0,0.09,0,35,3,10,32,20,12,11,15,0,5,10,8,8,8,8,4,3,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,3,1,0.17,0,32,3,30,30,30,5,0,5,1,5,5,7,8,7,5,7,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,10,0,-0.14,0,30,2,20,25,15,15,15,10,0,8,8,8,6,6,2,6,4,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,15,1,-0.06,0,22,2,15,20,20,20,5,20,1,7,8,8,8,8,6,7,6,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,17,0,0.27,0,23,2,15,15,20,15,15,20,0,1,6,7,7,9,4,2,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,16,0,0.15,0,23,2,15,15,20,15,20,15,0,6,9,10,10,10,8,8,6,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,11,0,-0.22,0,27,2,25,15,20,20,20,0,0,6,9,9,7,7,5,5,5,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
1,12,0,0.28,0,23,4,15,21,18,18,10,18,0,5,7,6,7,7,6,5,4,2,25,1,Undeclared,0,0,1,1,1,"41,547.00",2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5
